term_id,slug,description
2407,kids-glasses,"<div class=""description""><div class=""title""><h1>Kids Glasses</h1></div><p>Kids Glasses Frame Bestpriceglasses has a collection of cute and smart glasses frames for your kids; you can check out the exclusive series of children's glasses that include kid?s eyeglasses, sunglasses, and glasses frames along with stunning colors like gold, pink and purple. Glasses for toddler as well as teenage kids are available at cheap prices. children?s glasses need to be extra strong and sturdy due to their active life style, Most of our children's frame are made of titanium or bendable material. We strongely recommend polycarbonate lens for your kids due to safety reason. == Check out our collection of cute yet functional eyeglasses perfect for toddlers to young teens. Over a dozen frame options specially crafted for the younger generation. We suggest polycarbonate lens material and titanium and bendable frame options because there strong durable material will hold up to the active often rough handling most kids will put them through. All prescription lens can be created to fit these frames helping the younger generation look and feel comfortable and cool as they go off to learn and have fun in and out of school.</p></div>"
2408,unisex-glasses,"<div class=""description""><div class=""title""><h1>Unisex Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2409,rimless-eyeglasses,"<div class=""description""><div class=""title""><h1>Rimless Eyeglasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2410,semi-rimless-glasses,"<div class=""description""><div class=""title""><h1>Semi Rimless Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2411,full-rim-glasses,"<div class=""description""><div class=""title""><h1>Full Rim Glasses</h1></div><p>Starting at $29, including stylish frame and high quality prescription lenses.</p></div>"
2412,round-eyeglasses,"<div class=""description""><div class=""title""><h1>Round Eyeglasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2413,square-eyeglasses,"<div class=""description""><div class=""title""><h1>Square Eyeglasses</h1></div><p>Starting at $29, including stylish frames and high quality prescription lenses.</p></div>"
2414,fashion-sunglasses,"<div class=""description""><div class=""title""><h1>Buy Trendiest Fashion Sunglasses for a Striking Appeal:</h1></div><p>Sunglasses are an accessory that can instantly give you a stylish look. It doesn't have to be sunny outside to put on a pair. You can wear this accessory throughout the year to ensure that you never lose your charm. CA Glasses provides a wide range of fashion sunglasses that never go out of trend. Whether you are looking for fashion sunglasses for men or women, you can definitely find a pair here that suits your personality. Browse through our stylish collection available at affordable price.</p></div>"
2415,tinted-sunglasses,"<div class=""description""><div class=""title""><h1>Buy Stylish Tinted Sunglasses at Affordable Price</h1></div><p>CA Glasses brings you the finest collection of colorful tinted sunglasses for men, women, and kids. Tinted sunglasses do not only cater to your style requirement but also give eye protection against harsh sunlight. Whether you want to enjoy a day on the beach or you want to look playful while going to college, these colorful shades will never let you down. We provide amazing tinting options to choose from and great features to enjoy. This essential accessory keeps your eyes protected while you spread your charm with that striking appeal. Browse through our latest collection of tinted glasses and place your order today!</p></div>"
2416,clip-on-sunglasses-243,"<div class=""description""><div class=""title""><h1>Clip on Sunglasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2417,rx-sports-goggles,"<div class=""description""><div class=""title""><h1>Rx Sports Goggles</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2418,motorcycle-goggles,"<div class=""description""><div class=""title""><h1>Motorcycle Goggles</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2419,sports-glasses,"<div class=""description""><div class=""title""><h1>Sports Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2420,safety-glasses,"<div class=""description""><div class=""title""><h1>Safety Glasses and Protective Eyewear</h1></div><p>Individuals working in an industrial environment must wear safety glasses. If you work in situations where you need to keep your eyes protected from chemicals, radiation, lasers, wind, or dust, you should check out our collection of high quality safety glasses. At CA Glasses, we provide affordable safety glasses that give you next-level comfort while working on heavy-duty tasks. Wearing our comfortable safety glasses, you bring more accuracy in your work while keeping eye injuries at bay. Take a look at our stylish safety glasses collection that guarantees protection.</p></div>"
2421,single-vision-glasses,"<div class=""description""><div class=""title""><h1>Single Vision Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2422,bifocal-glasses,"<div class=""description""><div class=""title""><h1>Buy High Quality Bifocal Glasses To Solve Multiple Vision Problems:As we get older, many of us have to struggle with vision problems from not one, but many distances. At CA Glasses, we provide a perfect solution to your vision problems with high quality bifocal glasses, combining two prescriptions in one. The upper portion of the lens is designed to correct the distance vision problem, while the lower part features magnification allows you to read or see near objects without any discomfort. It is a perfect solution for people who always have to carry two pairs of glasses, one regular prescription glasses and second for reading. Bifocal eyeglasses eliminate the need for carrying two pairs as you can correct your multiple vision problem using one. Browse through our latest collection of bifocal glasses.</p></div>"
2423,progressive-glasses,"<div class=""description""><div class=""title""><h1>Progressive Glasses</h1></div><p>Starting at $39, including high quality air lenses with premium UV & Anti-Glare coating</p></div>"
2424,reading-glasses,"<div class=""description""><div class=""title""><h1>Reading Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2425,metal-glasses,"<div class=""description""><div class=""title""><h1>Buy Metal Glasses at Affordable Price</h1></div><p>CA Glasses brings you the latest collection of stylish metal glasses at an affordable price. Our metal frame glasses are designed to give you an elegant and smart look. Our latest collection has all types of metal frame glasses, whether you want to evoke a vintage feel to your look or you need to communicate style with a modern-looking frame, we have covered it all. We can also customize prescription glasses as per your requirement. Browse through our latest collection.</p></div>"
2426,plastic-glasses,"<div class=""description""><div class=""title""><h1>Plastic Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2427,stainless-steel-glasses,"<div class=""description""><div class=""title""><h1>Stainless Steel Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2428,bendable-glasses,"<div class=""description""><div class=""title""><h1>Bendable Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2429,titanium-glasses,"<div class=""description""><div class=""title""><h1>Titanium Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2430,frame-style,"<div class=""description""><div class=""title""><h1>Frame Style</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2431,price-range,"<div class=""description""><div class=""title""><h1>Price Range</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2432,hot-glasses,"<div class=""description""><div class=""title""><h1>Hot Glasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2433,sunglasses-1,"<div class=""description""><div class=""title""><h1>Hot Sunglasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2434,lens-type,"<div class=""description""><div class=""title""><h1>Lens Type</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2435,frame-material,"<div class=""description""><div class=""title""><h1>Frame Material</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2436,gender,"<div class=""description""><div class=""title""><h1>Gender</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2437,kids-prescription-sunglasses,"<div class=""description""><div class=""title""><h1>kids Prescription Sunglasses</h1></div><p>As a parent or guardian, it?s imperative to ensure the safety of your child?s eyesight. Given the delicate nature of their eyes as they?re continuously growing, proper sunglasses are required whenever they want to have fun in the sun. By fitting your kid with a proper pair of sunglasses early in life, you?re shielding their eyes from the harmful UV rays that can damage their vision. We have a diverse selection of trendy kid?s prescription sunglasses, from stylish frames to bold and neutral colours they can choose from. They will love our cool models, so shop our collection of kids? prescription sunglasses today!</p></div>"
2438,sunglasses,"<div class=""description""><div class=""title""><h1>Sunglasses</h1></div><p>Starting at $39, including stylish sunglasses frame and high quality prescription sunlenses.</p></div>"
2439,prescription-sunglasses-online,"<div class=""description""><div class=""title""><h1>Prescription Sunglasses</h1></div><p> Face the sun's powerful rays with a pair of prescription sunglasses. With a huge selection of colours and styles to choose from, you can mix and match amazing pairs to any ensemble. Whether you?re walking in the park, biking along the waterfront, or driving around town, clear and protected vision against the sun is an absolute must. Your personality will come alive through classic sleek black or playful pops of colour. Want that 40s cat-eye look? Try our Lily and Sadie series. Our Jordan line stands out for going boxy when everyone else opts for round. Explore your surroundings with a pair of the best prescription sunglasses we have to offer you!</p></div>"
2440,computer-glasses,"<div class=""description""><div class=""title""><h1>Blue Light Blocking Computer Glasses</h1></div><p>Buy standard quality blue light blocking computer glasses to eliminate the risks that come along with using computer or TV screens for a long period. Whether you are studying, working in the office, or taking time off, most of the hours are spent looking at either computer, TV, or mobile screens. These daily digital activities expose us to significant amounts of blue lights, and to reduce the adverse effects of it; experts recommend to wear blue light blocking glasses or computer glasses.</p></div>"
2441,sunglasses-for-kids,"<div class=""description""><div class=""title""><h1>Kids Sunglasses</h1></div><p>Starting at $29, including scratch-resistant prescription lenses that provide 100% UV protection.</p></div>"
2442,round-eyeglasses-for-women,"<div class=""description""><div class=""title""><h1>Round Eyeglasses for Women</h1></div><p>Round prescription eyeglasses offer a sophisticated look that’s both trendy and classic. At CA Glasses, we have the ideal round prescription eyeglasses for women. With a wide selection of eyeglasses to choose from, you can find unique styles in a spectrum of colours. Because there’s so much diversity, you might have a difficult time deciding which ones to buy! Shop now!</p></div>"
2443,mountain-road-bike-sunglasses,"<div class=""description""><div class=""title""><h1>Prescription Mountain Bike Sunglasses & Glasses</h1></div><p>Whether you are moving uphill on your bike or you are balancing your bike on a rugged mountain slope, you need a quality pair of prescription mountain bike sunglasses that prevent dirt and dust entering your eyes. At CA Glasses, you can buy from the wide range of ultra-modern mountain bike glasses available at affordable price. We have designed the best sunglasses for mountain biking considering the comfort and safety of the bikers. If you are prescribed to wear sunglasses, then we can perfectly customize the best prescription mountain bike glasses that protect your eyes and allows you to ride without compromising with vision.</p></div>"
2444,prescription-cycling-sunglasses,"<div class=""description""><div class=""title""><h1>Prescription Cycling Sunglasses & Glasses</h1></div><p>Cycling glasses protect your eyes from dust and harmful UV rays while you?re riding your bike. Prescription cycling sunglasses increase contrast values to help you easily see potholes, rocks, and other road obstructions. At CA Glasses, you?ll find the highest-quality and best prescription cycling glasses made in stylish wrap-around designs. Plus, our cycling sunglasses come with five interchangeable lenses that you can adjust according to weather conditions. CA Glasses has certified & polarized cycling sunglasses that help you enjoy the ride. Cycling demands both focus and safety, and that?s where our prescription cycling sunglasses make a difference. Unlike regular shades, our prescription cycling glasses combine clear vision correction with reliable eye protection, so you don?t have to compromise on performance. Whether you?re riding in the city, on trails, or during long-distance races, these glasses ensure crisp, uninterrupted vision while safeguarding your eyes from glare, wind, and flying debris.</p></div>"
2445,prescription-golf-sunglasses,"<div class=""description""><div class=""title""><h1>Prescription Golf Sunglasses & Glasses</h1></div><p>Do you want to take a few strokes off of your game? Prescription golf sunglasses could be just the trick. Add them to your golf bag to reduce unnecessary eyestrain while you?re on the lynx. Get a clearer vision, and protect your eyes from any glare, dust or debris. At CA Glasses, we provide lightweight and high-contrast best golf sunglasses that enable you to see the texture and slope of the greens with greater clarity. Whether it is a harsh, sunny day or cloudier weather, you will never have to compromise your vision by wearing precision-made prescription golf glasses from CA Glasses.</p></div>"
2446,prescription-fishing-sunglasses,"<div class=""description""><div class=""title""><h1>Polarized Prescription Fishing Sunglasses</h1></div><p>CA Glasses offers an extensive range of polarized prescription fishing sunglasses to improve your catch performance. If you enjoy spending all day fishing, you need to protect your eyes from intense sunlight and other elements like dust and wind. Our carefully created polarized fishing glasses give you a better fishing experience with enhanced safety and better focus. Don't let poor vision hinder your fishing experience. Try our prescription fishing sunglasses today!</p></div>"
2447,prescription-shooting-glasses,"<div class=""description""><div class=""title""><h1>Prescription Shooting Glasses</h1></div><p>Whether you?re on the range or our for a hunt, you need to protect your eyes from debris, flying casings, and cartridges, which can cause significant vision impairment or even blindness. Prescription shooting glasses from CA Glasses offers proper eye protection with our specially designed wrap-around frames. Shooting is more enjoyable when your safety is guaranteed. Our carefully created glasses offer total protection while giving you the lens strength you need to focus on your target. Check out our prescription shooting glasses!</p></div>"
2448,z87-prescription-safety-glasses-3,"<div class=""description""><div class=""title""><h1>Z87 Prescription Safety Glasses</h1></div><p>Every year numerous injuries recorded in the US are related to the eyes. All of these injuries can be prevented when you wear Z87 Prescription Safety Glasses. The range of protective eyewear that we offer is designed to provide ultimate protection and comfort while working in a hazardous environment. Whether you are working in a machinery factory or into sports and adventure, taking care of your eyes is important. Following the standards set by OSHA and ANSI, our Z87 safety glasses are the best in the market. They not just safeguard your vision but protect you from the uncertainties that can occur at the workplace. Every employee must invest in purchasing these safety glasses to ensure eye protection and optimal vision. Being the leading seller of ANSI safety glasses, we offer a variety of safety glasses for men and women in different styles, colors, and patterns.</p></div>"
2449,z87-prescription-safety-glasse,"<div class=""description""><div class=""title""><h1>Z87 Prescription Safety Glasses</h1></div><p>Every year numerous injuries recorded in the US are related to the eyes. All of these injuries can be prevented when you wear Z87 Prescription Safety Glasses. The range of protective eyewear that we offer is designed to provide ultimate protection and comfort while working in a hazardous environment. Whether you are working in a machinery factory or into sports and adventure, taking care of your eyes is important. Following the standards set by OSHA and ANSI, our Z87 safety glasses are the best in the market. They not just safeguard your vision but protect you from the uncertainties that can occur at the workplace. Every employee must invest in purchasing these prescription ansi z87 safety glasses to ensure eye protection and optimal vision. Being the leading seller of ANSI safety glasses, we offer a variety of safety glasses for men and women in different styles, colors, and patterns.</p></div>"
2450,wrap-around-prescription-safety-glasses,"<div class=""description""><div class=""title""><h1>Wrap around Prescription Safety Glasses</h1></div><p>We take special care to ensure that we are crafting quality protective eyewear for our customers. Since no detail is too small, our design is such that it provides comfort, is easy to wear, and provides clear vision. The initial process of creating these wrap around safety glasses is to focus on their built that they can be worn with ease and makes you feel confident that you are safe while working when wearing these. Similar to our different range of safety glasses, our wrap around prescription safety glasses are ANSI approved. Extremely durable and provide complete protection, these safety glasses are helpful in different situations. Adding more to our robust collection of safety glasses, you can find them in different styles, colors, frames, and patterns. Whatever your preferences are, we always bring you the best to protect you from the unwanted content in the working environment.</p></div>"
2451,prescription-safety-goggles,"<div class=""description""><div class=""title""><h1>Prescription Safety Goggles</h1></div><p>Prescription Safety Goggles are crafted with the best material to perform well under demanding circumstances while providing protection, comfort, and grip. CA Glasses has brought you best safety goggles to have limitless fun and provide protection and optical clarity for better sight. Whether at work or while having fun, you need to protect your eyes from the harmful elements in the environment. CA Glasses has launched this amazing range of best safety goggles for men and women to provide complete protection. Available in different colors, styles, and frames, they are a must-have for every other person into machinery work, laboratory, sports, and much more. Safety Goggles are much needed during machinery work to protect your eyes from the heat, harmful elements, and clarity. What are you waiting for? Order one for yourself today!</p></div>"
2452,bifocal-safety-glasses,"<div class=""description""><div class=""title""><h1>Best Bifocal Safety Glasses & Progressive Safety Glasses</h1></div><p>For a clearer vision, one has to be careful with their eyes. Whether working in the oil field or the workshop, you get clearer vision and eye protection using bifocal or progressive safety glasses. These z87 safety glasses combine the advantages of regular eyeglasses with magnifiers, so you do not need to switch between reading glasses and eyeglasses all the time. CA Glasses has brought you an amazing range of bifocal and progressive safety glasses available in different colors, shapes, patterns, frames, and styles that will help you work in a hazardous environment and read your favorite on the go. Available in different lenses options, CA Glasses ensure that all of our safety frames can be fitted with prescription glasses. They are available in bifocal, single vision, and progressive safety glasses. Thus, you can choose from a wide variety of durable frames made up of Metal or Plastic material. What are you waiting for? Order one for yourself and your family today!</p></div>"
2453,transition-safety-glasses,"<div class=""description""><div class=""title""><h1>Transition Safety Glasses</h1></div><p>CA glasses have brought you a range of transition safety glasses, designed using photochromic lenses. The lenses turn into sunglasses under direct sunlight and change back to regular eyeglasses when indoors. Whether you are playing in a field, or working in an industrial setting, or simply using a laptop, eye safety should be a priority. Transition safety glasses are a significant piece against all eye risks, as they are designed from the best materials, to offer comfort and grip, to protect your eye and the area around it. If you are worried about the age and its suitability, well, transition prescription safety glasses offer protection from UV rays, and the strong glare of sunlight hitting the eye.</p></div>"
2454,womens-prescription-safety-glasses,"<div class=""description""><div class=""title""><h1>Women's Prescription Safety Glasses</h1></div><p>Having the right protective equipment is a mandate, given that fully equipped protective gear like a safety glass can prevent eye injury. At CA Glasses, you can choose from a wide range of women's prescription safety glasses. Having the right protective equipment is a mandate, given that fully equipped protective gear like a safety glass can prevent eye injury. At CA Glasses, you can choose from a wide range of women's prescription safety glasses. It goes unsaid that a clear vision is critical for the overall wellbeing of an individual. At CA Glasses, the prescription safety glasses for women consolidate sturdy frames, with exact vision lens magnification. Start by choosing from a couple of frames that can keep your eyes protected.</p></div>"
2455,mens-prescription-safety-glasses,"<div class=""description""><div class=""title""><h1>Men's Prescription Safety Glasses</h1></div><p>One approach to ensure perfect vision at work is by wearing safety glasses. Appropriate eyewear is fundamental, particularly if you work in a production or manufacturing industry. CA glasses have come up with a significant and exclusive range of men?s prescription safety glasses. Your visual care is important, which is the reason CA Glasses has designed protective equipment which is heat resistant, break-proof, sweat-proof, and offers a firm grip. All of these qualities have been induced in every pair of prescription safety glasses for men, whilst offering comfort, durability, clear vision, and appropriate magnification in the lenses. We, at CA Glasses, use a wide range of materials to design high-quality and high-performing safety glasses. Shop from the wide range of men?s prescription safety glasses available at CA Glasses.</p></div>"
2456,cheap-prescription-safety-glasses,"<div class=""description""><div class=""title""><h1>Discount safety glasses & Cheap Prescription Safety Glasses</h1></div><p>CA Glasses is a one-stop shop for all of your eye-related worries, so invest in high-end cheap prescription safety glasses from only $9.95. We give prescription safety glasses utilizing cutting-edge laser technology to make it easier for professionals who conduct heavy-duty work to see clearly. A substantial risk to eyes exists in some work situations due to sawdust, chemicals, & other contaminants. Injuries caused by them can result in a visual loss that can range from temporary to permanent. Safety glasses gives complete coverage for your eyes to protect from harm. Our online assortment of cheap prescription safety glasses includes a diverse choice of fashionable frame designs that fulfill the American National Standard Institute (ANSI Z87) criteria & current Occupational Safety & Health Administration (OSHA) safety regulations. With discount safety glasses, you can keep your eyes protected while also working productively on the job.</p></div>"
2480,sports-goggles,"<div class=""description""><div class=""title""><h1>Unlock Your Athletic Potential with Prescription Sports Goggles</h1></div><p>Step up your game and conquer the competition with our unparalleled selection of sports goggles and prescription sports eyewear. Designed to push boundaries and redefine performance, our Rx sports goggles empower you to dominate every play with unmatched clarity and protection. Engineered with state-of-the-art technology and premium materials, our prescription sports goggles offer unrivaled durability and impact resistance, ensuring you stay focused and confident in every game. From the hardwood to the gridiron, trust CA Glasses to deliver superior quality and style that sets you apart from the rest. Enhance your vision and elevate your game?explore our collection now and experience the ultimate difference in comfort, style, and performance. Don't settle for anything less than excellence?upgrade your eyewear game with CA Glasses today and dominate the competition like never before!</p></div>"
2481,kids-sports-glasses,"<div class=""description""><div class=""title""><h1>Empower Your Young Athlete with Kids Sports Glasses and Goggles</h1></div><p>Give your child the competitive edge they need on the field with our premium range of kids' sports glasses. Designed for comfort, durability, and maximum protection, our sports eyewear ensures your little champion can focus on the game without any hindrance. Whether they're playing soccer, basketball, or hitting the slopes, our prescription sports glasses for kids provide crystal-clear vision and unparalleled safety. With adjustable straps and kid-friendly designs, our sports goggles for kids stay securely in place during every play, giving you peace of mind while they play. Choose from a variety of vibrant colors and fun styles to match your child's personality and preferences, making wearing protective eyewear an enjoyable experience for them. Equip your young athlete with the best tools for success and watch them shine on the field with confidence and clarity.</p></div>"
2482,soccer-goggles,"<div class=""description""><div class=""title""><h1>Kick Up Your Game with Prescription Soccer Glasses & Goggles</h1></div><p>Gear up for success on the soccer field with our premium range of soccer goggles. Designed to enhance your performance and protect your vision, our sports eyewear ensures you can focus on the game with confidence. Whether you're defending the goal or making a breakaway play, our prescription soccer glasses provide crystal-clear vision and superior protection against impacts and glare. With comfortable fits and durable construction, our sports goggles for soccer are your ultimate companion on the pitch. When it's game time, you need gear that helps you perform at your best. Our soccer goggles are designed to do just that?protect your eyes while enhancing your vision. With a comfortable fit and durable construction, our prescription soccer glasses are perfect for players of all levels. Don't let poor vision or glare hold you back?gear up with CA Glasses and dominate the field like never before!</p></div>"
